Environment Id,Observation Space,Action Space,Reward Range,tStepL,Trials,rThresh
RoadRunner-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
RoadRunner-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunner-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunner-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunner-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
RoadRunner-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Robotank-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Robotank-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Robotank-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Robotank-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Robotank-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Robotank-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Seaquest-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Seaquest-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Seaquest-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Seaquest-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Seaquest-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Seaquest-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Skiing-ram-v0,"Box(128,)",Discrete(3),"(-inf, inf)",10000,100,None
Skiing-ram-v4,"Box(128,)",Discrete(3),"(-inf, inf)",100000,100,None
Skiing-ramDeterministic-v0,"Box(128,)",Discrete(3),"(-inf, inf)",100000,100,None
Skiing-ramDeterministic-v4,"Box(128,)",Discrete(3),"(-inf, inf)",100000,100,None
Skiing-ramNoFrameskip-v0,"Box(128,)",Discrete(3),"(-inf, inf)",400000,100,None
Skiing-ramNoFrameskip-v4,"Box(128,)",Discrete(3),"(-inf, inf)",400000,100,None
Solaris-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Solaris-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Solaris-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Solaris-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Solaris-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Solaris-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
SpaceInvaders-ram-v0,"Box(128,)",Discrete(6),"(-inf, inf)",10000,100,None
SpaceInvaders-ram-v4,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvaders-ramDeterministic-v0,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvaders-ramDeterministic-v4,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvaders-ramNoFrameskip-v0,"Box(128,)",Discrete(6),"(-inf, inf)",300000,100,None
SpaceInvaders-ramNoFrameskip-v4,"Box(128,)",Discrete(6),"(-inf, inf)",300000,100,None
StarGunner-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
StarGunner-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunner-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunner-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunner-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
StarGunner-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Tennis-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Tennis-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Tennis-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Tennis-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Tennis-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Tennis-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
TimePilot-ram-v0,"Box(128,)",Discrete(10),"(-inf, inf)",10000,100,None
TimePilot-ram-v4,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilot-ramDeterministic-v0,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilot-ramDeterministic-v4,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilot-ramNoFrameskip-v0,"Box(128,)",Discrete(10),"(-inf, inf)",400000,100,None
TimePilot-ramNoFrameskip-v4,"Box(128,)",Discrete(10),"(-inf, inf)",400000,100,None
Tutankham-ram-v0,"Box(128,)",Discrete(8),"(-inf, inf)",10000,100,None
Tutankham-ram-v4,"Box(128,)",Discrete(8),"(-inf, inf)",100000,100,None
Tutankham-ramDeterministic-v0,"Box(128,)",Discrete(8),"(-inf, inf)",100000,100,None
Tutankham-ramDeterministic-v4,"Box(128,)",Discrete(8),"(-inf, inf)",100000,100,None
Tutankham-ramNoFrameskip-v0,"Box(128,)",Discrete(8),"(-inf, inf)",400000,100,None
Tutankham-ramNoFrameskip-v4,"Box(128,)",Discrete(8),"(-inf, inf)",400000,100,None
UpNDown-ram-v0,"Box(128,)",Discrete(6),"(-inf, inf)",10000,100,None
UpNDown-ram-v4,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDown-ramDeterministic-v0,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDown-ramDeterministic-v4,"Box(128,)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDown-ramNoFrameskip-v0,"Box(128,)",Discrete(6),"(-inf, inf)",400000,100,None
UpNDown-ramNoFrameskip-v4,"Box(128,)",Discrete(6),"(-inf, inf)",400000,100,None
Venture-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Venture-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Venture-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Venture-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Venture-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Venture-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
VideoPinball-ram-v0,"Box(128,)",Discrete(9),"(-inf, inf)",10000,100,None
VideoPinball-ram-v4,"Box(128,)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinball-ramDeterministic-v0,"Box(128,)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinball-ramDeterministic-v4,"Box(128,)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinball-ramNoFrameskip-v0,"Box(128,)",Discrete(9),"(-inf, inf)",400000,100,None
VideoPinball-ramNoFrameskip-v4,"Box(128,)",Discrete(9),"(-inf, inf)",400000,100,None
WizardOfWor-ram-v0,"Box(128,)",Discrete(10),"(-inf, inf)",10000,100,None
WizardOfWor-ram-v4,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWor-ramDeterministic-v0,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWor-ramDeterministic-v4,"Box(128,)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWor-ramNoFrameskip-v0,"Box(128,)",Discrete(10),"(-inf, inf)",400000,100,None
WizardOfWor-ramNoFrameskip-v4,"Box(128,)",Discrete(10),"(-inf, inf)",400000,100,None
YarsRevenge-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
YarsRevenge-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevenge-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevenge-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevenge-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
YarsRevenge-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Zaxxon-ram-v0,"Box(128,)",Discrete(18),"(-inf, inf)",10000,100,None
Zaxxon-ram-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Zaxxon-ramDeterministic-v0,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Zaxxon-ramDeterministic-v4,"Box(128,)",Discrete(18),"(-inf, inf)",100000,100,None
Zaxxon-ramNoFrameskip-v0,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Zaxxon-ramNoFrameskip-v4,"Box(128,)",Discrete(18),"(-inf, inf)",400000,100,None
Alien-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Alien-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AlienDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AlienDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AlienNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
AlienNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Asterix-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
Asterix-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
AsterixDeterministic-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
AsterixDeterministic-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
AsterixNoFrameskip-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
AsterixNoFrameskip-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
Asteroids-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",10000,100,None
Asteroids-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
AsteroidsDeterministic-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
AsteroidsDeterministic-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
AsteroidsNoFrameskip-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",400000,100,None
AsteroidsNoFrameskip-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",400000,100,None
Atlantis-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",10000,100,None
Atlantis-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
AtlantisDeterministic-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
AtlantisDeterministic-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
AtlantisNoFrameskip-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",400000,100,None
AtlantisNoFrameskip-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",400000,100,None
BattleZone-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
BattleZone-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BattleZoneDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BattleZoneDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BattleZoneNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
BattleZoneNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
BeamRider-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
BeamRider-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
BeamRiderDeterministic-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
BeamRiderDeterministic-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
BeamRiderNoFrameskip-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
BeamRiderNoFrameskip-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
Berzerk-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Berzerk-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BerzerkDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BerzerkDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BerzerkNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
BerzerkNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Bowling-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
Bowling-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
BowlingDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
BowlingDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
BowlingNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
BowlingNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Boxing-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Boxing-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BoxingDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BoxingDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BoxingNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
BoxingNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Breakout-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",10000,100,None
Breakout-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
BreakoutDeterministic-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
BreakoutDeterministic-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",100000,100,None
BreakoutNoFrameskip-v0,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",400000,100,None
BreakoutNoFrameskip-v4,"Box(210, 160, 3)",Discrete(4),"(-inf, inf)",400000,100,None
ChopperCommand-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
ChopperCommand-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ChopperCommandDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ChopperCommandDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ChopperCommandNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
ChopperCommandNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
CrazyClimber-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
CrazyClimber-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
CrazyClimberDeterministic-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
CrazyClimberDeterministic-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
CrazyClimberNoFrameskip-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
CrazyClimberNoFrameskip-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
Defender-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Defender-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DefenderDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DefenderDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DefenderNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
DefenderNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
DemonAttack-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
DemonAttack-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
DemonAttackDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
DemonAttackDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
DemonAttackNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
DemonAttackNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
ElevatorAction-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
ElevatorAction-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ElevatorActionDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ElevatorActionDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ElevatorActionNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
ElevatorActionNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Enduro-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
Enduro-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
EnduroDeterministic-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
EnduroDeterministic-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
EnduroNoFrameskip-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
EnduroNoFrameskip-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
FishingDerby-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
FishingDerby-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FishingDerbyDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FishingDerbyDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FishingDerbyNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
FishingDerbyNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Freeway-v0,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",10000,100,None
Freeway-v4,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
FreewayDeterministic-v0,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
FreewayDeterministic-v4,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
FreewayNoFrameskip-v0,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",400000,100,None
FreewayNoFrameskip-v4,"Box(210, 160, 3)",Discrete(3),"(-inf, inf)",400000,100,None
Frostbite-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Frostbite-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FrostbiteDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FrostbiteDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
FrostbiteNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
FrostbiteNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Gravitar-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Gravitar-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
GravitarDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
GravitarDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
GravitarNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
GravitarNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Hero-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Hero-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
HeroDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
HeroDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
HeroNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
HeroNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
IceHockey-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
IceHockey-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
IceHockeyDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
IceHockeyDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
IceHockeyNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
IceHockeyNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Jamesbond-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Jamesbond-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
JamesbondDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
JamesbondDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
JamesbondNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
JamesbondNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Kangaroo-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Kangaroo-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KangarooDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KangarooDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KangarooNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
KangarooNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Krull-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Krull-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KrullDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KrullDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
KrullNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
KrullNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
KungFuMaster-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",10000,100,None
KungFuMaster-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
KungFuMasterDeterministic-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
KungFuMasterDeterministic-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",100000,100,None
KungFuMasterNoFrameskip-v0,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",400000,100,None
KungFuMasterNoFrameskip-v4,"Box(210, 160, 3)",Discrete(14),"(-inf, inf)",400000,100,None
MontezumaRevenge-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
MontezumaRevenge-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
MontezumaRevengeDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
MontezumaRevengeDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
MontezumaRevengeNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
MontezumaRevengeNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
MsPacman-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
MsPacman-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
MsPacmanDeterministic-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
MsPacmanDeterministic-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
MsPacmanNoFrameskip-v0,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
MsPacmanNoFrameskip-v4,"Box(210, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
NameThisGame-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
NameThisGame-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
NameThisGameDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
NameThisGameDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
NameThisGameNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
NameThisGameNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Phoenix-v0,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",10000,100,None
Phoenix-v4,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
PhoenixDeterministic-v0,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
PhoenixDeterministic-v4,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
PhoenixNoFrameskip-v0,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
PhoenixNoFrameskip-v4,"Box(210, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
Pitfall-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Pitfall-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PitfallDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PitfallDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PitfallNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
